discount,conversion,source,total_pages_visited,visit_duration,country
no,no,search,4,242.7963512242797,france
no,no,search,5,299.3310975304389,france
no,no,search,3,180.81765858115543,france
no,no,search,3,180.14945660856156,uk
no,no,search,3,181.83275521094498,uk
no,no,search,6,367.3381530096264,germany
no,no,search,6,355.0260827940766,france
no,no,search,4,247.34202239212195,france
no,no,search,4,243.06283816857882,germany
no,no,search,6,349.7687050063541,germany
no,no,search,7,424.4737330110561,france
no,no,search,6,356.5922231711174,uk
no,no,search,2,117.91540868678088,germany
no,no,search,3,179.2581450035856,germany
no,no,search,1,59.67460909620829,germany
no,no,search,2,123.3193183333694,france
no,no,search,4,245.38385281099357,uk
no,no,search,2,119.16221436343831,germany
no,no,search,6,357.2465230664139,uk
no,no,search,1,59.69712513268246,uk
no,no,search,4,250.4831437168869,uk
no,no,search,7,411.96665337847804,uk
no,no,search,1,59.04911175974937,germany
no,no,search,2,119.36626526513938,germany
no,no,search,3,174.52829863286934,germany
no,no,search,7,427.61009376714844,uk
no,no,search,4,243.30888183255885,uk
no,no,search,5,296.3088984028964,uk
no,no,search,7,410.03086646986077,uk
no,no,search,1,59.30205488895592,uk
no,no,search,6,356.02143228710736,france
no,no,search,3,178.1359069143036,germany
no,no,search,6,359.4230159554226,germany
no,no,search,9,530.6052071694575,germany
no,no,search,5,303.12311663002356,uk
no,no,search,3,185.4667918395875,uk
no,no,search,2,117.81255039587555,france
no,no,search,1,59.7559822339981,ireland
no,no,search,6,354.66410863366923,france
no,no,search,5,300.0617206059146,uk
no,no,search,6,367.87490549530446,france
no,no,search,6,361.9785115117983,germany
no,no,search,5,303.55109688168505,germany
no,no,search,5,293.8817970509978,france
no,no,search,6,364.31047019806005,germany
no,no,search,3,183.40929081641838,france
no,no,search,4,242.33892609122145,germany
no,no,search,5,301.81214974971067,germany
no,no,search,6,352.93312625939615,germany
no,no,search,7,424.1228959371388,uk
no,no,search,7,411.6234888812176,germany
no,no,search,2,120.21579638112597,germany
no,no,search,2,121.96476011256352,uk
no,no,search,4,239.85654074515458,france
no,no,search,7,412.0151981204978,germany
no,no,search,3,181.55622606009865,france
no,no,search,5,295.58527955539995,ireland
no,no,search,2,119.44708132886379,ireland
no,no,search,5,300.7979843016084,germany
no,no,search,1,58.742084414979374,uk
no,no,search,4,245.02131521531567,ireland
no,no,search,2,118.07484956818547,ireland
no,no,search,2,120.05814398382877,uk
no,no,search,3,177.88313421468288,france
no,no,search,2,118.88315144334123,ireland
no,no,search,2,119.13742720581061,france
no,no,search,4,234.94970106908937,uk
no,no,search,1,59.99396028655611,uk
no,no,search,4,242.09613571003936,germany
no,no,search,5,299.67860895040957,germany
no,no,search,6,352.10504006407905,germany
no,no,search,3,180.3248146312912,uk
no,no,search,4,242.36529047773385,uk
no,no,search,5,299.32839428365196,uk
no,no,search,3,178.3190184727157,germany
no,no,search,6,366.88515312112054,uk
no,no,search,7,417.7039559184409,france
no,no,search,2,119.45976259769945,ireland
no,no,search,3,180.84829156741668,france
no,no,search,5,310.64950880057285,germany
no,no,search,3,179.94544490165765,ireland
no,no,search,2,121.04454999812819,uk
no,no,search,5,292.44854632010833,uk
no,no,search,3,177.65470556308367,uk
no,no,search,7,438.0010702506459,germany
no,no,search,1,59.391527533233194,uk
no,no,search,2,120.66152139480933,uk
no,no,search,6,364.4798373576301,germany
no,no,search,3,178.80586516669695,uk
no,no,search,1,60.1360522274229,france
no,no,search,3,176.8447866984464,uk
no,no,search,2,117.55424148176807,france
no,no,search,4,238.00972349231736,germany
no,no,search,3,185.41243320238073,uk
no,no,search,5,298.54830845805293,uk
no,no,search,6,355.87379866868673,france
no,no,search,5,304.0686050280949,france
no,no,search,3,182.64030747898408,france
no,no,search,6,359.32807712863377,uk
no,no,search,3,179.81790166604335,france
no,no,search,2,120.52629768575689,germany
no,no,search,7,419.36738723370894,uk
no,no,search,4,252.6224396770759,uk
no,no,search,2,119.38460451388306,uk
no,no,search,5,300.3008864171178,uk
no,no,search,4,242.97350828671583,germany
no,no,search,3,180.37336653209098,germany
no,no,search,3,179.85739926346335,uk
no,no,search,5,298.179764840151,france
no,no,search,10,601.4728970691508,germany
no,no,search,8,478.4396501809376,uk
no,no,search,4,235.52365638554807,uk
no,no,search,1,58.29804310262999,ireland
no,no,search,9,545.3095764265456,ireland
no,no,search,5,303.4958542825979,germany
no,no,search,3,182.1432906393616,france
no,no,search,4,235.9134891718975,france
no,no,search,2,117.47155741830743,ireland
no,no,search,2,120.57249382503439,germany
no,no,search,2,118.98173078016447,uk
no,no,search,4,240.88516171626054,germany
no,no,search,3,183.3360052188259,uk
no,no,search,4,238.84219418792532,germany
no,no,search,4,236.51962545710285,france
no,no,search,2,122.27461850478262,uk
no,no,search,2,116.21594589715923,germany
no,no,search,4,243.27936989008802,germany
no,no,search,3,179.77860028468527,germany
no,no,search,5,305.5979978288998,uk
no,no,search,2,120.41457222775288,ireland
no,no,search,3,181.21013144929728,france
no,no,search,5,300.2161596487617,uk
no,no,search,8,483.6248694085284,germany
no,no,search,4,234.42189478768987,france
no,no,search,7,423.69264507986657,uk
no,no,search,1,59.3872390163976,france
no,no,search,2,121.61833109341356,uk
no,no,search,2,121.31729122001975,germany
no,no,search,7,431.3680498643818,france
no,no,search,2,118.50024572784943,uk
no,no,search,7,424.03661865152435,uk
no,no,search,4,246.4755082376762,germany
no,no,search,3,177.50790779811712,germany
no,no,search,4,239.18306699719582,uk
no,no,search,7,420.19733831183896,germany
no,no,search,7,426.8751202145545,ireland
no,no,search,8,484.01138761100174,germany
no,no,search,6,363.33055346982735,germany
no,no,search,5,307.26967559615053,france
no,no,search,3,181.6342656137134,germany
no,no,search,6,366.7237772511359,uk
no,no,search,4,243.06039223614957,uk
no,no,search,2,119.54692616346497,ireland
no,no,search,3,181.32904160114725,uk
no,no,search,8,461.223303948126,uk
no,no,search,4,241.8901297327235,france
no,no,search,3,175.6426775682489,uk
no,no,search,4,235.6696720019614,france
no,no,search,3,180.78631535950723,germany
no,no,search,6,353.5397045612403,ireland
no,no,search,5,298.53289073201614,uk
no,no,search,3,178.9865933767718,germany
no,no,search,4,241.3137786305428,france
no,no,search,3,180.761021933679,ireland
no,no,search,8,465.955958889282,uk
no,no,search,6,360.5790670996622,france
no,no,search,2,120.91264472459898,france
no,no,search,3,177.24597710209312,uk
no,no,search,3,181.3007018854039,germany
no,no,search,4,235.28108137503725,germany
no,no,search,4,239.94522625096812,germany
no,no,search,4,235.21431283164355,uk
no,no,search,5,289.14869511313225,uk
no,no,search,6,363.3213016173678,ireland
no,no,search,11,669.3320137183413,france
no,no,search,4,238.74365347706922,france
no,no,search,2,120.19359165503144,france
no,no,search,4,242.17910745553107,germany
no,no,search,6,361.26290417466316,ireland
no,no,search,5,299.01756508309114,uk
no,no,search,6,371.15560103635835,germany
no,no,search,2,119.09340549396879,uk
no,no,search,6,360.6628304477323,uk
no,no,search,4,244.1544663174193,germany
no,no,search,2,118.57998848033233,germany
no,no,search,5,302.6241057822995,ireland
no,no,search,5,297.1518456585314,uk
no,no,search,4,240.00030779572623,uk
no,no,search,3,174.78715224443525,uk
no,no,search,3,178.69767527953633,france
no,no,search,1,59.757447414952495,germany
no,no,search,2,123.26006976692712,uk
no,no,search,2,120.09228860049936,germany
no,no,search,4,243.68690581003347,france
no,no,search,2,118.7196415065026,france
no,no,search,6,364.3928567171264,germany
no,no,search,8,490.22669349025375,uk
no,no,search,6,359.2083761948281,france
no,no,search,3,178.40335743327054,uk
no,no,search,7,426.270721308951,uk
no,no,search,6,357.4665381547753,germany
no,no,search,5,300.40503474429846,uk
no,no,search,5,299.68033605964683,uk
no,no,search,1,60.642445838373874,germany
no,no,search,2,117.59171425954659,uk
no,no,search,5,306.0352886249187,uk
no,no,search,5,303.5244772777711,uk
no,no,search,4,237.43161592076848,uk
no,no,search,5,293.68575765140923,germany
no,no,search,3,181.15428716590458,germany
no,no,search,2,114.58944811572012,germany
no,no,search,6,361.3517997015563,germany
no,no,search,5,299.2344192421339,uk
no,no,search,4,240.17359772788444,uk
no,no,search,4,233.58564569244353,uk
no,no,search,3,181.4837408178035,france
no,no,search,3,181.67865271096812,germany
no,no,search,3,178.28409858883523,uk
no,no,search,2,118.8573090551741,france
no,no,search,3,181.74548428855888,ireland
no,no,search,3,181.64296251242698,france
no,no,search,5,292.28567359673843,ireland
no,no,search,2,120.22654465069925,uk
no,no,search,2,120.19245368738596,uk
no,no,search,4,245.27379413263853,france
no,no,search,5,298.13539826701395,france
no,no,search,4,235.73872259849475,ireland
no,no,search,6,361.70212807013763,france
no,no,search,3,181.07966303422722,uk
no,no,search,3,172.84609971189147,germany
no,no,search,6,358.8107888892563,germany
no,no,search,2,122.05483810612989,uk
no,no,search,3,182.89267222505578,ireland
no,no,search,2,120.85094698927769,ireland
no,no,search,4,238.5436103992189,uk
no,no,search,5,288.78936505066577,germany
no,no,search,6,361.2994044292684,ireland
no,no,search,2,116.84757086628181,uk
no,no,search,7,411.5709092162523,france
no,no,search,6,351.5266389907769,ireland
no,no,search,4,236.98036258184862,france
no,no,search,1,61.29713800361385,ireland
no,no,search,4,233.13787776974817,france
no,no,search,3,180.63442709021336,germany
no,no,search,6,368.0100129222477,france
no,no,search,2,124.99542266884482,germany
no,no,search,4,234.07738878824068,uk
no,no,search,4,242.99494606416636,germany
no,no,search,5,296.0580697088831,uk
no,no,search,2,115.71500768648826,ireland
no,no,search,3,182.40230723157433,germany
no,no,search,5,301.30043102576525,france
no,no,search,4,238.37808468118916,germany
no,no,search,7,414.32110352352424,germany
no,no,search,4,236.37350307770456,germany
no,no,search,5,301.4721880492212,germany
no,no,search,5,301.57789987067997,france
no,no,search,6,359.7939779358513,germany
no,no,search,4,232.6886219892343,uk
no,no,search,4,241.38892525719498,ireland
no,no,search,3,177.52293603639464,germany
no,no,search,1,59.50428942466829,germany
no,no,search,4,237.18174329685482,germany
no,no,search,4,236.23503993850474,germany
no,no,search,3,181.21248443441107,uk
no,no,search,7,416.33731223117115,uk
no,no,search,7,429.0769938302332,france
no,no,search,5,301.09173871116286,uk
no,no,search,2,117.72400882494073,uk
no,no,search,1,60.14994353331179,uk
no,no,search,6,356.86783319560834,germany
no,no,search,2,121.70739543094423,uk
no,no,search,4,236.32490224410688,uk
no,no,search,1,58.92674556086923,uk
no,no,search,1,61.897382148735154,ireland
no,no,search,3,176.4776355258717,ireland
no,no,search,3,177.51418987449887,uk
no,no,search,1,59.80490348100561,germany
no,no,search,6,355.3454780411822,ireland
no,no,search,7,415.40314678768704,germany
no,no,search,2,118.9564152355046,france
no,no,search,5,301.5442066641936,germany
no,no,search,4,246.30964086916836,germany
no,no,search,7,414.0622079646749,france
no,no,search,2,119.79402265685945,germany
no,no,search,4,238.69699048345421,germany
no,no,search,4,240.61089830552297,france
no,no,search,3,177.1163120240354,ireland
no,no,search,6,367.1768357162427,germany
no,no,search,5,306.7375561075338,germany
no,no,search,3,178.60633344274896,ireland
no,no,search,3,179.677380929855,germany
no,no,search,6,360.78506275029173,germany
no,no,search,4,240.0037654001735,germany
no,no,search,5,305.62398232653646,uk
no,no,search,2,123.1464158245626,ireland
no,no,search,6,373.24752620082074,uk
no,no,search,2,119.7561617833608,france
no,no,search,7,409.35400274021606,ireland
no,no,search,2,119.4545821604339,uk
no,no,search,6,357.69507038510653,germany
no,no,search,6,363.0555186297885,france
no,no,search,5,290.10917765086737,germany
no,no,search,11,649.6658265375249,uk
no,no,search,4,235.8012930611611,france
no,no,search,3,180.03607251346853,france
no,no,search,4,241.40017296947764,uk
no,no,search,6,365.2829833794017,france
no,no,search,5,299.6449308365289,uk
no,no,search,1,60.310190721968326,uk
no,no,search,2,116.12952913879198,uk
no,no,search,3,182.6757880366087,germany
no,no,search,3,179.33040125562508,france
no,no,search,3,179.65624043414138,uk
no,no,search,3,178.51434617860133,ireland
no,no,search,3,181.71155119805087,france
no,no,search,3,178.4449336405642,france
no,no,search,5,302.0164564828024,france
no,no,search,3,177.41352319304866,ireland
no,no,search,2,119.74539804806521,uk
no,no,search,4,239.71483934917921,germany
no,no,search,1,61.515921186891475,germany
no,no,search,2,117.2716380780496,ireland
no,no,search,6,368.3670648562535,germany
no,no,search,1,60.08011653884407,germany
no,no,search,4,237.23790305984372,germany
no,no,search,8,473.33782568306935,germany
no,no,search,1,58.75359910528687,france
no,no,search,2,116.98647151371856,uk
no,no,search,4,237.3326157921448,france
no,no,search,6,363.9787312464767,france
no,no,search,2,117.89640130270976,uk
no,no,search,3,186.68019393136535,uk
no,no,search,8,471.70699778550596,france
no,no,search,5,296.2088640177387,france
no,no,search,7,413.76185898499983,france
no,no,search,4,242.841272240956,uk
no,no,search,1,58.62679834953732,germany
no,no,search,5,287.1135899537377,germany
no,no,search,7,407.91530112258,ireland
no,no,search,1,60.624684818328056,germany
no,no,search,2,119.18774473320445,germany
no,no,search,4,239.2831550713748,uk
no,no,search,4,238.2438366762697,uk
no,no,search,4,239.70857466269888,germany
no,no,search,4,245.54073032515333,france
no,no,search,7,431.0483472134132,ireland
no,no,search,4,237.93771517130702,germany
no,no,search,3,183.26459305848752,uk
no,no,search,6,344.3074878412709,france
no,no,search,3,178.78421161308182,germany
no,no,search,1,59.705103030126246,ireland
no,no,search,1,61.1358331797951,germany
no,no,search,7,415.6517139063234,germany
no,no,search,4,244.07212159747883,france
no,no,search,6,361.424965967565,uk
no,no,search,5,297.22437337395326,germany
no,no,search,9,537.1782690732394,germany
no,no,search,3,180.12487356329117,germany
no,no,search,6,358.12630191843243,uk
no,no,search,3,177.24369416805973,uk
no,no,search,4,238.2626323864575,germany
no,no,search,5,308.9996783145056,germany
no,no,search,7,433.18514198229616,france
no,no,search,2,118.23589771694367,ireland
no,no,search,6,360.6827466546793,uk
no,no,search,4,245.26309224506883,germany
no,no,search,5,296.57190732328854,germany
no,no,search,6,363.82012840772813,france
no,no,search,1,61.64421043872341,france
no,no,search,4,236.28225151091655,uk
no,no,search,5,299.0719694184529,france
no,no,search,3,181.5730618003641,france
no,no,search,1,61.17457473585961,france
no,no,search,3,181.8383162144635,uk
no,no,search,5,310.40667107335315,france
no,no,search,5,306.46122467903297,germany
no,no,search,5,298.707869987377,uk
no,no,search,2,117.99503610816376,ireland
no,no,search,4,236.07321556923333,germany
no,no,search,2,117.86852061237103,ireland
no,no,search,2,117.73780848906026,uk
no,no,search,1,59.348714111625405,ireland
no,no,search,2,122.0675405064507,uk
no,no,search,3,181.63796485876009,uk
no,no,search,8,477.0654849970041,france
no,no,search,4,239.51895368787234,germany
no,no,search,2,118.05112120917562,uk
no,no,search,4,240.12859127702214,germany
no,no,search,6,363.1847260185298,ireland
no,no,search,3,178.93798240040522,uk
no,no,search,2,119.57645797344661,germany
no,no,search,1,58.48284363633118,ireland
no,no,search,4,245.4930520307405,germany
no,no,search,2,121.84725341444046,france
no,no,search,4,246.55622139094788,france
no,no,search,3,182.0190750087343,germany
no,no,search,4,239.20551164266197,uk
no,no,search,4,239.95529866856415,uk
no,no,search,1,61.619503832012086,ireland
no,no,search,4,242.66828875753072,france
no,no,search,6,358.0030945284541,uk
no,no,search,2,120.17671444849252,france
no,no,search,6,358.3623512080121,uk
no,no,search,6,349.38837269726923,germany
no,no,search,3,181.37398683368295,germany
no,no,search,4,240.40867920734922,uk
no,no,search,2,119.08459646471772,france
no,no,search,3,182.3000820225001,uk
no,no,search,3,176.5388377293022,uk
no,no,search,4,236.59555979239775,germany
no,no,search,6,362.3781732160554,ireland
no,no,search,6,354.66177942783855,ireland
no,no,search,2,121.77794936631508,germany
no,no,search,5,304.8663079262245,uk
no,no,search,4,239.08479484373552,uk
no,no,search,3,181.9819917680648,germany
no,no,search,2,118.05119315308185,uk
no,no,search,2,123.48472518914134,germany
no,no,search,6,361.64228474496844,ireland
no,no,search,6,350.4219761517174,germany
no,no,search,2,120.24584673185416,uk
no,no,search,2,121.74782089689076,uk
no,no,search,5,295.6340144350387,france
no,no,search,3,179.77297648367443,germany
no,no,search,4,235.06977286774688,germany
no,no,search,6,358.6546289092331,germany
no,no,search,1,61.12093850310811,france
no,no,search,3,186.17982614924688,uk
no,no,search,4,236.69926540522124,ireland
no,no,search,3,176.47953127100817,uk
no,no,search,3,183.98266648760665,germany
no,no,search,5,291.5773714480944,france
no,no,search,8,481.79578336971565,ireland
no,no,search,7,416.70209839955226,uk
no,no,search,3,176.70098061473698,germany
no,no,search,2,123.46632197636802,ireland
no,no,search,2,121.91664560100455,france
no,no,search,5,296.9721035735498,ireland
no,no,search,11,663.2066523796143,ireland
no,no,search,4,241.15260267142716,germany
no,no,search,3,173.80934681586575,germany
no,no,search,7,432.4215107467996,uk
no,no,search,7,423.705025579656,uk
no,no,search,6,360.12964609779294,germany
no,no,search,2,121.33709874821452,france
no,no,search,4,242.24831102656543,uk
no,no,search,4,235.5998103633503,germany
no,no,search,2,122.53186132538184,uk
no,no,search,2,119.13816322592922,uk
no,no,search,2,124.68437877283603,germany
no,no,search,2,121.28247133461723,ireland
no,no,search,2,119.22060166729804,uk
no,no,search,5,297.3804766151864,ireland
no,no,search,3,184.06890312680153,ireland
no,no,search,4,235.65384799022914,germany
no,no,search,2,121.71478052679497,france
no,no,search,3,178.54669766560252,germany
no,no,search,4,239.83475525292576,uk
no,no,search,4,244.35197462510004,ireland
no,no,search,3,179.78080833911508,germany
no,no,search,3,180.4133936653613,france
no,no,search,8,482.7281410753497,uk
no,no,search,5,299.26558855299123,france
no,no,search,6,357.72097565878266,germany
no,no,search,4,239.62484002504553,uk
no,no,search,5,299.09790439105643,uk
no,no,search,3,178.54126938078588,france
no,no,search,3,181.46613570708183,germany
no,no,search,7,411.59043532692436,uk
no,no,search,8,474.6623682240197,france
no,no,search,5,296.86677872399724,germany
no,no,search,3,184.4806704978513,uk
no,no,search,6,348.16081326347853,germany
no,no,search,4,243.46148493381762,ireland
no,no,search,4,243.04223700434392,uk
no,no,search,1,59.438774350710865,uk
no,no,search,3,171.94425256022947,uk
no,no,search,6,362.7002229478072,germany
no,no,search,7,426.87898950137856,ireland
no,no,search,4,239.23791700967826,ireland
no,no,search,3,188.19657721529913,ireland
no,no,search,2,121.54709604576894,uk
no,no,search,2,120.58110898638722,uk
no,no,search,4,243.4366055576398,ireland
no,no,search,5,296.20226418833624,ireland
no,no,search,6,359.5408823871478,ireland
no,no,search,4,245.36228200796148,germany
no,no,search,4,236.64283288193684,germany
no,no,search,2,117.9783835042119,uk
no,no,search,4,239.45082652052082,uk
no,no,search,2,122.62145841375853,france
no,no,search,6,363.7902761842348,uk
no,no,search,4,235.9119918441651,france
no,no,search,2,119.82239399904655,france
no,no,search,1,60.7115297084102,france
no,no,search,3,181.14282410561478,germany
no,no,search,1,60.75480002264946,uk
no,no,search,5,297.5372797274988,france
no,no,search,4,234.6243069086056,germany
no,no,search,1,61.996437392877674,germany
no,no,search,7,429.17724320559563,germany
no,no,search,6,359.63890012136324,uk
no,no,search,7,425.4897263666202,france
no,no,search,2,119.29430808023584,germany
no,no,search,2,120.70869504024138,uk
no,no,search,4,242.82129872612762,uk
no,no,search,3,179.19054941121024,uk
no,no,search,4,234.1307648466216,germany
no,no,search,3,175.2897113698332,uk
no,no,search,3,181.3743984265271,uk
no,no,search,3,179.05135043313533,uk
no,no,search,4,234.28391642268508,france
no,no,search,5,298.63087647555926,france
no,no,search,3,178.9706052363087,france
no,no,search,2,121.09381703996559,uk
no,no,search,6,357.02568770223127,uk
no,no,search,2,119.56029507312859,uk
no,no,search,1,59.96593768168133,france
no,no,search,3,182.6667974688754,germany
no,no,search,7,413.41633213583873,ireland
no,no,search,6,362.10452421761556,france
no,no,search,3,179.43951482898535,uk
no,no,search,4,245.00154418848996,germany
no,no,search,2,122.95328777522352,germany
no,no,search,5,291.4467629142707,germany
no,no,search,2,120.51893916868633,france
no,no,search,4,241.37252281082883,germany
no,no,search,6,354.45936799708585,germany
no,no,search,3,180.47589427905686,uk
no,no,search,1,61.145133595759646,ireland
no,no,search,6,359.20860920312913,ireland
no,no,search,4,245.6011113790813,germany
no,no,search,9,534.3984165437864,uk
no,no,search,3,176.71826043915735,germany
no,no,search,4,237.69272292666756,uk
no,no,search,2,119.35103999643829,germany
no,no,search,3,177.63626529100907,germany
no,no,search,4,238.16524230845252,ireland
no,no,search,5,305.61571035454944,germany
no,no,search,4,242.14632807137326,uk
no,no,search,5,309.886023200952,germany
no,no,search,3,185.2748107588281,uk
no,no,search,4,237.89569713836644,uk
no,no,search,2,118.43477193629644,uk
no,no,search,6,364.9802338860902,germany
no,no,search,5,298.7501499562477,uk
no,no,search,4,245.52212033389281,france
no,no,search,5,298.3716186121058,germany
no,no,search,6,369.5585280684045,germany
no,no,search,8,473.51796194845514,uk
no,no,search,10,618.7891107717564,germany
no,no,search,2,119.98752452758644,germany
no,no,search,3,178.36124624266225,uk
no,no,search,2,119.05901512430488,uk
no,no,search,4,244.51663895221705,uk
no,no,search,2,121.65410723694778,france
no,no,search,3,172.61751428558938,uk
no,no,search,2,119.09986886894423,uk
no,no,search,3,180.6002256394587,france
no,no,search,8,471.71529651883515,ireland
no,no,search,2,122.2928595994069,uk
no,no,search,1,59.51567555096504,germany
no,no,search,4,234.44662377869622,france
no,no,search,1,60.94564762147174,france
no,no,search,2,120.21680196580071,ireland
no,no,search,2,121.25556784275787,germany
no,no,search,1,59.74472444737747,uk
no,no,search,3,180.14924982188708,germany
no,no,search,4,237.9005152979994,ireland
no,no,search,4,243.58239330385706,uk
no,no,search,2,112.85738828669183,germany
no,no,search,6,356.9965506498501,ireland
no,no,search,1,59.431331995007874,germany
no,no,search,7,417.95397312441276,germany
no,no,search,3,178.134532901682,ireland
no,no,search,2,117.0219491461102,uk
no,no,search,3,177.40993757791978,uk
no,no,search,4,237.72408778527202,uk
no,no,search,4,241.16378762484558,uk
no,no,search,1,58.51341963355076,germany
no,no,search,1,57.453970156588625,uk
no,no,search,6,357.7678712726079,uk
no,no,search,6,352.77420056568366,ireland
no,no,search,2,118.38468620142511,germany
no,no,search,3,176.33463563293603,germany
no,no,search,5,300.23987281847695,uk
no,no,search,7,421.4906719277479,uk
no,no,search,2,121.88734713506457,uk
no,no,search,8,479.8231554733118,france
no,no,search,4,244.16819711217846,uk
no,no,search,4,234.4451170551209,germany
no,no,search,4,245.4058787207965,germany
no,no,search,4,242.80662339628887,france
no,no,search,2,121.44151122721624,ireland
no,no,search,9,556.0524726108748,ireland
no,no,search,5,303.68180023537786,uk
no,no,search,2,115.44823854850269,uk
no,no,search,12,731.6846044727209,germany
no,no,search,2,120.76312104074796,france
no,no,search,4,244.06706045873923,germany
no,no,search,8,482.16007156771786,germany
no,no,search,3,180.38948915899584,ireland
no,no,search,1,59.729603332295966,germany
no,no,search,3,186.10599587396356,germany
no,no,search,3,175.28631938999874,france
no,no,search,3,180.93531907999602,germany
no,no,search,2,117.14070415428975,uk
no,no,search,4,244.8628052789509,uk
no,no,search,3,178.47467748371173,ireland
no,no,search,2,120.27368255407985,france
no,no,search,3,178.19386188338342,germany
no,no,search,7,425.93468484818436,uk
no,no,search,7,418.1923960044836,germany
no,no,search,5,303.5095586749616,france
no,no,search,5,294.69017443260043,germany
no,no,search,6,357.894959108173,uk
no,no,search,2,121.42222128702468,germany
no,no,search,7,413.8414299474958,uk
no,no,search,4,245.87209364311445,uk
no,no,search,2,118.75326282596508,germany
no,no,search,2,120.50871153905413,uk
no,no,search,2,122.24684814088901,uk
no,no,search,4,239.37435464743484,germany
no,no,search,4,244.16696328902643,germany
no,no,search,2,116.05017004097634,germany
no,no,search,3,176.964063189615,france
no,no,search,3,178.41586194336907,ireland
no,no,search,5,293.9888381089902,germany
no,no,search,1,59.26890105060089,uk
no,no,search,4,243.66917379683557,germany
no,no,search,2,120.7608367270066,france
no,no,search,5,300.6423975726186,france
no,no,search,1,60.660060582663036,germany
no,no,search,1,60.527215343979115,ireland
no,no,search,2,123.3311726157375,france
no,no,search,5,302.33576620812994,uk
no,no,search,4,236.8231054479016,germany
no,no,search,1,60.80598011843749,germany
no,no,search,5,305.0064121252222,uk
no,no,search,4,237.32319435432632,ireland
no,no,search,2,121.63501193964177,france
no,no,search,5,305.3239624940144,ireland
no,no,search,1,60.59130121635382,uk
no,no,search,2,116.57812769892092,france
no,no,search,5,296.9531648784985,france
no,no,search,7,418.04449617602125,ireland
no,no,search,4,242.95495322723224,ireland
no,no,search,4,235.42397305058722,uk
no,no,search,6,356.61005799645335,uk
no,no,search,1,59.72388557202724,germany
no,no,search,4,234.00035583784853,uk
no,no,search,7,424.5620643513127,uk
no,no,search,4,247.31372811984332,germany
no,no,search,4,235.00802874396575,uk
no,no,search,3,176.93833277687236,germany
no,no,search,3,182.95639188282033,france
no,no,search,9,547.8992459331763,germany
no,no,search,5,290.7428003955623,uk
no,no,search,3,183.77133012000763,uk
no,no,search,2,117.81859378019901,germany
no,no,search,2,120.18123495558014,germany
no,no,search,4,245.77092905155197,uk
no,no,search,5,304.9803202067331,germany
no,no,search,4,237.6944336849761,uk
no,no,search,8,485.15647136383046,uk
no,no,search,1,60.707744539210495,uk
no,no,search,1,59.42833679753679,uk
no,no,search,3,183.49786360409166,uk
no,no,search,6,364.49792386270894,france
no,no,search,3,178.7554589833987,germany
no,no,search,4,244.44728454672708,germany
no,no,search,5,295.4802094804707,ireland
no,no,search,3,184.63952004416197,germany
no,no,search,6,362.98737065362263,uk
no,no,search,3,179.73028025820528,france
no,no,search,4,236.35292222003312,uk
no,no,search,1,62.28135334720439,france
no,no,search,2,120.13294080889219,uk
no,no,search,8,476.06352564134346,uk
no,no,search,4,240.67176183357395,uk
no,no,search,6,358.56440693885816,germany
no,no,search,2,122.22851706265809,germany
no,no,search,4,242.1917358319276,ireland
no,no,search,2,121.53475847755058,france
no,no,search,5,301.87105100723704,france
no,no,search,1,59.82912714278924,germany
no,no,search,1,58.68117157017001,germany
no,no,search,3,181.57713698298608,uk
no,no,search,3,178.28289244564692,ireland
no,no,search,5,300.321550705572,ireland
no,no,search,3,176.91344480215247,uk
no,no,search,4,241.1945609666537,germany
no,no,search,4,237.5934168028409,france
no,no,search,2,122.80512994749692,uk
no,no,search,4,239.70687612028908,france
no,no,search,3,182.8489366549059,ireland
no,no,search,2,119.14201634413358,germany
no,no,search,6,363.713918514051,france
no,no,search,6,363.6260390315567,uk
no,no,search,5,305.5887057313039,france
no,no,search,5,298.413692608069,france
no,no,search,5,301.75475570115503,uk
no,no,search,4,237.1456849429334,uk
no,no,search,3,180.2467068026815,ireland
no,no,search,7,421.78984559474634,uk
no,no,search,4,233.8231511954283,uk
no,no,search,3,180.14408286398873,germany
no,no,search,2,121.84457377737117,germany
no,no,search,4,240.67761369888674,uk
no,no,search,4,241.60660663255146,ireland
no,no,search,2,120.24346503777393,ireland
no,no,search,5,298.31236418407957,uk
no,no,search,3,178.69184022289696,ireland
no,no,search,4,238.45852115810192,uk
no,no,search,4,251.28564302974695,ireland
no,no,search,4,237.84827080675942,uk
no,no,search,5,297.149156898232,uk
no,no,search,1,59.550807551200506,france
no,no,search,2,119.23720789846969,uk
no,no,search,4,242.90098247813447,germany
no,no,search,5,300.49026274089863,germany
no,no,search,3,176.2679961093478,ireland
no,no,search,5,301.47204881863723,france
no,no,search,2,119.15064086812248,uk
no,no,search,2,121.56841623970696,uk
no,no,search,3,179.1056149220994,germany
no,no,search,3,178.20841420165806,germany
no,no,search,4,242.87743204874732,uk
no,no,search,5,296.2465433897896,france
no,no,search,2,124.45018001460254,ireland
no,no,search,3,175.45772996762673,germany
no,no,search,4,235.71189656123664,germany
no,no,search,5,297.9499912339001,germany
no,no,search,2,119.49480408208836,germany
no,no,search,4,244.51210245733006,germany
no,no,search,2,117.0404670653304,france
no,no,search,2,122.29111959846051,france
no,no,search,8,481.77543537884213,germany
